measurement_time,latitude,longitude,methane3,methane4
2023-12-29 19:53:33.932000,19.916729,-99.12385,1926.4259,
2023-12-29 19:53:34.772000,19.95112,-99.20227,1916.1056,
2023-12-29 19:53:35.612000,20.000393,-99.21436,1909.6893,
2023-12-29 19:53:36.452000,20.034616,-99.29285,1907.5555,
2023-12-29 19:53:36.452000,20.049648,-99.22646,1915.9869,
2023-12-29 19:53:37.292000,20.098898,-99.23859,1915.9208,
2023-12-29 19:53:38.132000,20.148163,-99.25071,1915.0332,
2023-11-04 20:25:53.427000,19.891598,-99.28618,1917.2555,
2023-11-04 20:25:53.427000,19.896439,-99.12897,1920.2292,
2023-11-04 20:25:54.267000,19.940636,-99.29582,1912.9426,
2023-11-04 20:25:54.267000,19.945463,-99.13856,1920.8704,
2023-11-04 20:25:55.107000,19.989649,-99.3054,1906.7037,
2023-11-04 20:25:55.947000,20.038713,-99.3149,1900.9684,
2023-11-04 20:25:57.627000,20.14162,-99.17655,1922.8915,
2023-11-04 20:25:58.467000,20.190664,-99.18609,1913.0295,
2023-11-05 20:06:57.224000,19.91918,-99.1458,1920.1298,
2023-11-05 20:06:58.064000,19.968454,-99.15681,1924.7711,
2023-11-05 20:06:59.744000,20.0463,-99.338844,1919.1368,
2023-11-05 20:06:59.744000,20.056732,-99.2592,1916.4569,
2023-11-05 20:07:00.584000,20.10602,-99.27027,1921.7867,
2023-11-05 20:07:00.584000,20.116362,-99.18989,1929.7382,
2023-11-05 20:07:00.584000,20.126617,-99.108765,1901.3158,
2023-11-05 20:07:01.424000,20.155298,-99.28135,1921.8696,
2023-11-05 20:07:01.424000,20.165638,-99.200935,1931.0936,
2023-11-05 20:07:02.264000,20.214933,-99.211975,1928.1473,
2023-11-06 19:48:09.582000,19.890665,-99.19386,1931.1047,
2023-11-06 19:48:09.582000,19.909065,-99.12493,1929.0919,
2023-11-06 19:48:10.421000,19.939869,-99.2064,1943.4281,
2023-11-06 19:48:10.421000,19.958275,-99.13744,1932.7256,
2023-11-06 19:48:11.261000,19.989086,-99.218956,1932.957,
2023-11-06 19:48:12.101000,20.038296,-99.231514,1925.6285,
2023-11-06 19:48:12.941000,20.087513,-99.244064,1929.5754,
2023-11-06 19:48:12.941000,20.105928,-99.17505,1922.2959,
2023-11-06 19:48:12.941000,20.124125,-99.10629,1918.5322,
2023-11-06 19:48:13.781000,20.136705,-99.256615,1939.8708,
2023-11-06 19:48:13.781000,20.155123,-99.18758,1928.8997,
2023-11-06 19:48:14.621000,20.185923,-99.269165,1944.3027,
2023-11-06 19:48:14.621000,20.204346,-99.20011,1926.6274,
2023-11-25 20:31:55.866000,19.961489,-99.24221,1949.0361,
2023-11-25 20:31:56.706000,20.01039,-99.251305,1940.7456,
2021-07-20 20:18:02.180000,19.980833,-99.26682,1886.4164,
2021-07-20 20:18:03.020000,20.030025,-99.27698,1879.7646,
2021-07-26 20:05:30.204000,20.104683,-99.3764,1869.5858,
2021-07-26 20:05:30.204000,20.115402,-99.29869,1888.8893,
2021-07-26 20:05:30.204000,20.126038,-99.22034,1886.5352,
2021-07-26 20:05:30.204000,20.13659,-99.14132,1880.5703,
2021-09-24 19:40:43.243000,20.049221,-99.23773,1860.0146,
2021-09-28 20:05:46.609000,20.147171,-99.20481,1922.6475,
2021-10-08 20:18:29.585000,20.172962,-99.295616,1909.2369,
2021-10-08 20:18:30.425000,20.229328,-99.186295,1912.0535,
2021-10-10 19:40:50.428000,19.878736,-99.20669,1913.1317,
2021-10-10 19:40:51.268000,19.927822,-99.21981,1908.4435,
2021-10-10 19:40:52.108000,19.950853,-99.313416,1918.7332,
2021-10-10 19:40:55.468000,20.147123,-99.36617,1927.9121,
2021-10-10 19:40:55.468000,20.173218,-99.28562,1908.2346,
2021-10-19 20:12:15.967000,20.10343,-99.20447,1890.0248,
2021-10-19 20:12:16.807000,20.152672,-99.215096,1892.9131,
2021-10-19 20:12:17.647000,20.20194,-99.22574,1892.649,
2021-10-20 19:53:24.842000,19.93902,-99.35244,1918.6104,
2021-10-20 19:53:25.682000,20.003633,-99.29823,1920.0526,
2021-10-20 19:53:26.522000,20.05289,-99.310425,1927.8397,
2021-10-20 19:53:27.362000,20.086798,-99.38904,1941.8286,
2021-10-20 19:53:27.362000,20.10214,-99.3226,1935.2291,
2021-10-20 19:53:28.202000,20.1514,-99.33477,1920.0065,
2021-10-30 20:06:00.663000,19.89837,-99.24161,1925.723,
2021-10-30 20:06:01.503000,19.936926,-99.3304,1913.211,
2021-10-30 20:06:01.503000,19.947662,-99.25277,1936.5613,
2021-10-30 20:06:01.503000,19.958315,-99.1745,1920.8258,
2021-10-30 20:06:02.343000,19.986221,-99.341576,1924.8097,
2021-10-30 20:06:02.343000,19.99696,-99.263916,1942.6263,
2021-10-30 20:06:03.183000,20.035524,-99.35275,1916.7698,
2021-10-30 20:06:03.183000,20.046257,-99.27507,1929.282,
2021-10-30 20:06:04.023000,20.073988,-99.44104,1906.442,
2021-10-30 20:06:04.023000,20.084808,-99.36396,1916.4296,
2021-10-30 20:06:04.023000,20.095543,-99.286255,1937.4452,
2021-10-30 20:06:04.023000,20.106192,-99.2079,1923.021,
2021-10-30 20:06:04.023000,20.116755,-99.12889,1915.9071,
2021-10-30 20:06:04.863000,20.13412,-99.37516,1899.2487,
2021-10-30 20:06:04.863000,20.144855,-99.29743,1929.1024,
2021-10-31 19:47:14.708000,19.885078,-99.19308,1919.0914,
2021-10-31 19:47:15.548000,19.934269,-99.20571,1893.082,
2021-10-31 19:47:16.388000,19.983458,-99.21836,1879.1239,
2021-10-31 19:47:17.228000,20.032644,-99.231026,1890.7128,
2021-10-31 19:47:18.068000,20.062414,-99.31389,1911.3843,
2021-10-31 19:47:18.068000,20.08182,-99.24368,1914.3848,
2021-10-31 19:47:18.068000,20.100983,-99.17378,1920.5066,
2021-10-31 19:47:18.908000,20.13103,-99.256325,1915.8632,
2021-10-31 19:47:19.748000,20.180182,-99.26902,1922.2924,
2021-11-01 19:28:41.352000,20.022797,-99.26383,1909.6161,
2021-11-04 20:12:23.880000,20.095959,-99.29754,1921.5587,
2021-11-04 20:12:25.560000,20.203482,-99.22417,1898.4493,
2021-11-05 19:53:34.568000,20.067959,-99.31165,1917.1914,
2021-11-06 19:34:52.813000,19.900816,-99.25956,1902.5186,
2021-11-06 19:34:52.813000,19.936102,-99.16308,1912.5732,
2021-11-06 19:34:53.653000,19.949757,-99.273224,1902.2213,
2021-11-06 19:34:54.493000,19.962652,-99.384735,1917.7529,
2021-11-06 19:34:54.493000,19.998709,-99.286865,1909.1193,
2021-11-06 19:34:55.333000,20.047646,-99.300514,1897.7094,
2021-11-06 19:34:55.333000,20.08296,-99.20395,1918.0315,
2021-11-06 19:34:55.333000,20.117544,-99.10868,1904.075,
2021-11-06 19:34:56.173000,20.096563,-99.314186,1911.6594,
2021-11-06 19:34:56.173000,20.131884,-99.2176,1914.9064,
2021-11-06 19:34:57.013000,20.14549,-99.32788,1907.4539,
2021-11-06 19:34:57.013000,20.18082,-99.23126,1920.8265,
2021-11-06 19:34:57.853000,20.229742,-99.24498,1920.9608,
2021-11-07 19:16:23.540000,19.98749,-99.320305,1902.5161,
2021-11-07 19:16:24.380000,20.035763,-99.33548,1898.2244,
2021-11-07 19:16:24.380000,20.122572,-99.14486,1895.201,
2021-11-07 19:16:25.220000,20.084026,-99.3507,1897.0647,
2021-11-07 19:16:26.060000,20.132313,-99.36593,1889.0898,
2021-11-07 19:16:26.060000,20.219187,-99.17522,1889.7311,
2021-11-07 19:16:26.900000,20.180595,-99.38113,1862.9932,
2021-11-09 20:18:41.030000,19.892883,-99.23633,1903.0867,
2021-11-09 20:18:41.030000,19.900131,-99.11711,1904.2747,
2021-11-09 20:18:41.870000,19.934696,-99.363556,1881.7727,
2021-11-09 20:18:41.870000,19.942081,-99.24644,1911.675,
2021-11-09 20:18:41.870000,19.949324,-99.12718,1913.9818,
2021-11-09 20:18:42.710000,19.991243,-99.25662,1905.6027,
2021-11-09 20:18:43.550000,20.040432,-99.26679,1884.6981,
2021-11-09 20:18:44.390000,20.08226,-99.39417,1887.4558,
2021-11-09 20:18:44.390000,20.089624,-99.27694,1902.7438,
2021-11-09 20:18:45.230000,20.138794,-99.2871,1903.5052,
2021-11-09 20:18:45.230000,20.146008,-99.167694,1907.4858,
2021-11-10 19:59:48.841000,19.891403,-99.231804,1911.3274,
2021-11-10 19:59:48.841000,19.91632,-99.093636,1911.2318,
2021-11-10 19:59:49.681000,19.95321,-99.17449,1915.018,
2021-11-10 19:59:49.681000,19.965622,-99.10524,1914.764,
2021-11-10 19:59:51.361000,20.026678,-99.33555,1898.1222,
2021-11-10 19:59:51.361000,20.039282,-99.2668,1893.3463,
2021-11-11 19:41:07.931000,19.975655,-99.228645,1917.748,
2021-11-11 19:41:08.771000,20.024723,-99.24178,1905.7847,
2021-11-11 19:41:09.611000,20.047712,-99.33545,1923.3904,
2021-11-11 19:41:09.611000,20.0738,-99.254944,1900.2603,
2021-11-11 19:41:11.290000,20.145863,-99.361885,1921.1199,
2021-11-11 19:41:11.290000,20.171965,-99.28133,1915.2424,
2021-11-12 19:22:33.260000,19.922583,-99.144516,1897.7515,
2021-11-12 19:22:34.100000,19.971125,-99.1592,1893.763,
2021-11-12 19:22:34.940000,19.954103,-99.32544,1910.1477,
2021-11-12 19:22:35.780000,20.002668,-99.3401,1912.745,
2021-11-12 19:22:36.620000,20.05124,-99.354744,1914.6545,
2021-11-12 19:22:36.620000,20.116823,-99.20304,1919.7543,
2021-11-12 19:22:37.460000,20.099762,-99.36946,1915.2639,
2021-11-15 20:06:07.731000,19.921978,-99.23626,1932.0762,
2021-11-15 20:06:08.571000,19.960539,-99.32504,1910.0157,
2021-11-15 20:06:08.571000,19.971281,-99.2474,1935.9778,
2021-11-15 20:06:08.571000,19.981937,-99.16912,1924.8927,
2021-11-15 20:06:09.411000,20.009846,-99.33622,1912.6165,
2021-11-15 20:06:09.411000,20.020586,-99.25855,1917.7786,
2021-11-15 20:06:10.251000,20.059137,-99.34742,1911.8163,
2021-11-15 20:06:10.251000,20.069876,-99.26973,1916.1912,
2021-11-15 20:06:11.091000,20.097595,-99.43572,1904.2122,
2021-11-15 20:06:11.091000,20.108418,-99.35863,1906.8053,
2021-11-15 20:06:11.091000,20.119156,-99.280914,1931.747,
2021-11-15 20:06:11.091000,20.12981,-99.20255,1920.1476,
2021-11-15 20:06:11.091000,20.140377,-99.12353,1916.4752,
2021-11-15 20:06:11.931000,20.15772,-99.36983,1904.3248,
2021-11-15 20:06:11.931000,20.168457,-99.29208,1931.3152,
2021-11-15 20:06:11.931000,20.17911,-99.21371,1924.815,
2021-11-15 20:06:12.771000,20.228395,-99.224846,1921.4983,
2021-11-16 19:47:20.822000,19.87744,-99.10517,1914.8647,
2021-11-16 19:47:21.662000,19.888096,-99.25773,1917.7198,
2021-11-16 19:47:21.662000,19.926645,-99.117775,1917.1445,
2021-11-16 19:47:22.502000,19.91763,-99.34087,1919.925,
2021-11-16 19:47:22.502000,19.956682,-99.20023,1914.6759,
2021-11-16 19:47:23.342000,19.966812,-99.35356,1921.6493,
2021-11-16 19:47:23.342000,19.986467,-99.28306,1932.9628,
2021-11-16 19:47:23.342000,20.005873,-99.21289,1907.3042,
2021-11-16 19:47:24.182000,20.035656,-99.29573,1906.1426,
2021-11-16 19:47:24.182000,20.055065,-99.22553,1909.1708,
2021-11-16 19:47:25.022000,20.084833,-99.30841,1933.1638,
2021-11-16 19:47:25.022000,20.104246,-99.23819,1915.0414,
2021-11-16 19:47:25.022000,20.123413,-99.16829,1912.6963,
2021-11-16 19:47:25.022000,20.142344,-99.09869,1937.5619,
2021-11-16 19:47:25.862000,20.114338,-99.39166,1925.5514,
2021-11-16 19:47:25.862000,20.134007,-99.3211,1917.6178,
2021-11-16 19:47:25.862000,20.153423,-99.25086,1909.0543,
2021-11-16 19:47:26.702000,20.202614,-99.263535,1915.1224,
2021-11-16 19:47:26.702000,20.221788,-99.19359,1918.5764,
2021-11-20 20:12:27.604000,19.937763,-99.24425,1913.2472,
2021-11-20 20:12:28.444000,19.977951,-99.34828,1898.8763,
2021-11-20 20:12:28.444000,19.987024,-99.25486,1917.273,
2021-11-20 20:12:29.284000,20.036293,-99.265495,1894.1792,
2021-11-20 20:12:30.124000,20.085577,-99.27616,1911.5093,
2021-11-21 19:53:39.137000,19.942337,-99.334305,1908.8282,
2021-11-21 19:53:39.137000,19.957645,-99.26792,1907.1774,
2021-11-21 19:53:39.977000,19.991606,-99.34645,1916.3912,
2021-11-21 19:53:39.977000,20.006918,-99.28005,1897.511,
2021-11-21 19:53:40.817000,20.040863,-99.35863,1920.0172,
2021-11-21 19:53:40.817000,20.056177,-99.292206,1895.0804,
2021-11-21 19:53:41.657000,20.10543,-99.30437,1920.8348,
2021-11-21 19:53:41.657000,20.1206,-99.23796,1908.2888,
2021-11-21 19:53:42.497000,20.169859,-99.25009,1914.0155,
2021-11-21 19:53:43.337000,20.219118,-99.262245,1912.265,
2021-11-27 19:41:15.941000,20.004957,-99.327896,1906.698,
2021-11-27 19:41:15.941000,20.030985,-99.24739,1885.7767,
2021-11-27 19:41:16.781000,20.054049,-99.34104,1917.4686,
2021-11-27 19:41:16.781000,20.080082,-99.26051,1894.6194,
2021-11-27 19:41:17.621000,20.103117,-99.354195,1919.2051,
2021-11-27 19:41:17.621000,20.129156,-99.27364,1895.1549,
2021-11-30 20:25:14.454000,20.158474,-99.27503,1879.553,
2021-12-02 19:47:29.043000,19.882082,-99.21148,1883.7144,
2021-12-02 19:47:29.043000,19.901184,-99.141655,1882.6726,
2021-12-02 19:47:29.883000,19.931293,-99.22407,1888.1204,
2021-12-02 19:47:29.883000,19.950397,-99.15422,1882.5479,
2021-12-02 19:47:30.723000,19.941565,-99.377335,1897.468,
2021-12-02 19:47:30.723000,19.961168,-99.30682,1882.7366,
2021-12-02 19:47:30.723000,19.980522,-99.23665,1888.1288,
2021-12-02 19:47:31.563000,20.010351,-99.319466,1877.9847,
2021-12-02 19:47:31.563000,20.029709,-99.24927,1874.4257,
2021-12-02 19:47:32.403000,20.059523,-99.33213,1884.6555,
2021-12-02 19:47:32.403000,20.078884,-99.26191,1882.4797,
2021-12-02 19:47:32.403000,20.098001,-99.19201,1890.0303,
2021-12-02 19:47:32.403000,20.11688,-99.1224,1899.716,
2021-12-02 19:47:33.243000,20.108706,-99.344795,1892.3015,
2021-12-02 19:47:33.243000,20.12807,-99.27455,1885.826,
2021-12-02 19:47:33.243000,20.147192,-99.20463,1885.1985,
2021-12-02 19:47:34.083000,20.15788,-99.357414,1894.938,
2021-12-02 19:47:34.083000,20.17725,-99.287155,1887.1521,
2021-12-02 19:47:34.083000,20.196375,-99.21721,1880.8483,
2021-12-03 19:28:57.017000,20.097317,-99.30786,1895.1897,
2021-12-03 19:28:57.017000,20.145092,-99.18858,1889.8795,
2021-12-03 19:28:57.857000,20.097015,-99.44362,1920.101,
2021-12-03 19:28:57.857000,20.146055,-99.32203,1893.387,
2021-12-03 19:28:57.857000,20.193848,-99.20272,1889.2719,
2021-12-05 20:31:33.068000,19.932117,-99.096466,1915.8711,
2021-12-06 20:12:34.884000,19.880795,-99.28924,1927.4144,
2021-12-06 20:12:34.884000,19.88976,-99.19468,1923.7614,
2021-12-06 20:12:34.884000,19.89862,-99.09886,1934.4146,
2021-12-06 20:12:35.724000,19.93903,-99.205284,1920.381,
2021-12-06 20:12:36.564000,19.979315,-99.3105,1923.2678,
2021-12-06 20:12:36.564000,19.988272,-99.21588,1922.6825,
2021-12-06 20:12:37.404000,20.028568,-99.32112,1915.6183,
2021-12-06 20:12:37.404000,20.037521,-99.22647,1907.3748,
2021-12-06 20:12:38.244000,20.07783,-99.33173,1920.2715,
2021-12-06 20:12:38.244000,20.086779,-99.23705,1914.0787,
2021-12-06 20:12:39.084000,20.127077,-99.34237,1922.3306,
2021-12-06 20:12:39.084000,20.136024,-99.24766,1919.2714,
2021-12-06 20:12:39.084000,20.144865,-99.151695,1932.9369,
2021-12-06 20:12:39.924000,20.185291,-99.258286,1913.7664,
2021-12-07 19:53:45.943000,19.889297,-99.23873,1929.781,
2021-12-07 19:53:45.943000,19.919167,-99.10614,1903.3265,
2021-12-07 19:53:46.783000,19.953548,-99.18453,1915.1022,
2021-12-07 19:53:47.623000,20.002842,-99.19662,1912.639,
2021-12-07 19:53:48.463000,20.021952,-99.341415,1907.3096,
2021-12-07 19:53:48.463000,20.037104,-99.27504,1888.1444,
2021-12-07 19:53:48.463000,20.052114,-99.20869,1912.8761,
2021-12-07 19:53:49.303000,20.071205,-99.35355,1910.3201,
2021-12-07 19:53:49.303000,20.08636,-99.28716,1903.7484,
2021-12-07 19:53:49.303000,20.101374,-99.22078,1914.975,
2021-12-07 19:53:49.303000,20.116245,-99.15441,1922.0669,
2021-12-07 19:53:50.143000,20.120474,-99.36576,1907.5602,
2021-12-07 19:53:50.143000,20.135633,-99.29935,1897.577,
2021-12-07 19:53:50.143000,20.150648,-99.23295,1903.555,
2021-12-07 19:53:50.983000,20.169716,-99.37786,1910.3112,
2021-12-07 19:53:50.983000,20.199892,-99.24501,1906.4757,
2021-12-08 19:35:06.601000,19.883871,-99.192604,1913.484,
2021-12-08 19:35:06.601000,19.918354,-99.09742,1911.9012,
2021-12-08 19:35:08.281000,19.946527,-99.316284,1893.5951,
2021-12-08 19:35:08.281000,19.981752,-99.21976,1908.569,
2021-12-08 19:35:09.121000,19.99549,-99.32992,1901.7517,
2021-12-08 19:35:09.121000,20.030724,-99.23337,1908.0273,
2021-12-08 19:35:09.961000,20.044424,-99.34357,1897.1221,
2021-12-08 19:35:09.961000,20.079668,-99.246994,1905.6995,
2021-12-08 19:35:09.961000,20.11419,-99.1517,1915.1566,
2021-12-08 19:35:10.801000,20.09334,-99.35725,1901.3182,
2021-12-08 19:35:10.801000,20.128595,-99.26064,1908.6537,
2021-12-08 19:35:11.641000,20.142296,-99.37087,1901.2798,
2021-12-08 19:35:11.641000,20.17756,-99.27425,1907.8472,
2021-12-09 19:16:35.299000,19.906067,-99.12387,1889.6158,
2021-12-09 19:16:36.139000,19.954361,-99.13891,1885.4521,
2021-12-09 19:16:37.818000,19.964413,-99.35965,1905.694,
2021-12-09 19:16:38.658000,20.09933,-99.18422,1912.7014,
2021-12-09 19:16:39.498000,20.147646,-99.19934,1902.4191,
2021-12-09 19:16:40.338000,20.195972,-99.21443,1913.1635,
2021-12-10 20:37:56.224000,19.945374,-99.3747,1862.9933,
2021-12-10 20:37:58.744000,20.091589,-99.40057,1852.8093,
2021-12-11 20:18:56.842000,19.941126,-99.30642,1891.928,
2021-12-11 20:18:56.842000,19.948292,-99.18717,1897.0424,
2021-12-11 20:18:57.681000,19.990316,-99.316536,1886.2333,
2021-12-11 20:18:57.681000,19.997473,-99.19725,1890.5737,
2021-12-11 20:18:58.521000,20.039488,-99.32666,1876.3057,
2021-12-11 20:18:58.521000,20.046637,-99.20734,1875.0706,
2021-12-11 20:18:59.361000,20.088661,-99.3368,1882.2317,
2021-12-11 20:18:59.361000,20.095804,-99.21744,1895.2599,
2021-12-11 20:19:00.201000,20.137867,-99.346954,1874.9921,
2021-12-11 20:19:00.201000,20.145002,-99.22756,1899.0981,
2021-12-11 20:19:01.041000,20.1942,-99.23763,1892.6542,
2021-12-13 19:41:21.114000,19.919643,-99.10865,1885.8914,
2021-12-13 19:41:21.954000,19.943592,-99.20075,1902.5042,
2021-12-13 19:41:22.794000,19.967121,-99.29359,1858.9595,
2021-12-13 19:41:22.794000,19.99271,-99.21384,1900.5887,
2021-12-13 19:41:23.633000,20.0162,-99.3067,1869.2169,
2021-12-13 19:41:23.633000,20.041796,-99.22692,1888.7811,
2021-12-13 19:41:24.473000,20.065279,-99.31982,1870.5254,
2021-12-13 19:41:24.473000,20.090883,-99.24001,1894.4539,
2021-12-13 19:41:24.473000,20.116068,-99.160904,1890.1093,
2021-12-13 19:41:25.313000,20.11437,-99.33295,1861.4491,
2021-12-13 19:41:25.313000,20.13998,-99.25312,1896.1205,
2021-12-13 19:41:26.153000,20.18908,-99.26624,1901.8448,
2021-12-14 19:22:48.247000,19.920511,-99.21455,1895.3516,
2021-12-14 19:22:49.087000,19.969046,-99.229126,1891.9941,
2021-12-14 19:22:49.927000,20.017647,-99.243706,1883.0918,
2021-12-14 19:22:50.767000,20.066217,-99.25831,1890.884,
2021-12-14 19:22:50.767000,20.129663,-99.110306,1892.4487,
2021-12-14 19:22:51.607000,20.114752,-99.272934,1889.3943,
2021-12-14 19:22:52.447000,20.097803,-99.439354,1899.2507,
2021-12-14 19:22:52.447000,20.1633,-99.28758,1895.1947,
2021-12-16 20:25:18.020000,19.921415,-99.13706,1886.9476,
2021-12-16 20:25:18.860000,19.965437,-99.300186,1887.7535,
2021-12-16 20:25:18.860000,19.970478,-99.14667,1906.0161,
2021-12-16 20:25:19.700000,20.014523,-99.30976,1891.8566,
2021-12-16 20:25:20.540000,20.063574,-99.319374,1889.252,
2021-12-16 20:25:21.380000,20.112635,-99.32897,1885.2499,
2021-12-16 20:25:21.380000,20.117636,-99.17531,1898.9779,
2021-12-16 20:25:22.220000,20.161724,-99.33855,1879.5692,
2021-12-16 20:25:23.060000,20.215746,-99.19443,1888.8347,
2021-12-21 20:31:40.945000,19.961224,-99.35839,1875.7787,
2021-12-21 20:31:40.945000,19.963793,-99.161835,1902.2682,
